,금융기관별,구별,동별,2018 년,2019 년,2020 년,2021 년,2022 년
661,신한은행,도봉구,창4동,1.0,1.0,1.0,0.0,0.0
662,신한은행,도봉구,도봉2동,2.0,2.0,2.0,1.0,1.0
663,신한은행,노원구,월계3동,1.0,1.0,1.0,1.0,1.0
664,신한은행,노원구,하계1동,1.0,1.0,1.0,1.0,1.0
665,신한은행,노원구,하계2동,1.0,1.0,1.0,1.0,1.0
666,신한은행,노원구,중계본동,1.0,1.0,1.0,1.0,1.0
667,신한은행,노원구,상계1동,1.0,1.0,1.0,1.0,1.0
668,신한은행,노원구,상계9동,1.0,1.0,1.0,1.0,1.0
669,신한은행,노원구,상계6.7동,1.0,1.0,1.0,1.0,1.0
670,신한은행,노원구,공릉1동,1.0,1.0,1.0,1.0,1.0
671,신한은행,은평구,녹번동,0.0,0.0,0.0,0.0,1.0
672,신한은행,은평구,불광1동,1.0,1.0,1.0,1.0,1.0
673,신한은행,은평구,갈현1동,1.0,1.0,1.0,0.0,0.0
674,신한은행,은평구,대조동,1.0,1.0,1.0,1.0,1.0
675,신한은행,은평구,응암1동,1.0,1.0,1.0,1.0,1.0
676,신한은행,은평구,진관동,1.0,1.0,1.0,1.0,1.0
677,신한은행,은평구,역촌동,1.0,1.0,1.0,1.0,1.0
678,신한은행,서대문구,홍제1동,1.0,1.0,1.0,1.0,1.0
679,신한은행,서대문구,북가좌1동,1.0,1.0,1.0,1.0,1.0
680,신한은행,서대문구,충현동,2.0,3.0,3.0,2.0,2.0
681,신한은행,서대문구,신촌동,3.0,3.0,3.0,3.0,2.0
682,신한은행,서대문구,연희동,1.0,1.0,1.0,1.0,0.0
683,신한은행,마포구,대흥동,1.0,1.0,1.0,1.0,1.0
684,신한은행,마포구,서교동,4.0,4.0,4.0,4.0,3.0
685,신한은행,마포구,합정동,1.0,1.0,1.0,1.0,2.0
686,신한은행,마포구,성산2동,1.0,1.0,1.0,0.0,0.0
687,신한은행,마포구,상암동,2.0,2.0,2.0,2.0,2.0
688,신한은행,마포구,도화동,1.0,1.0,1.0,1.0,1.0
689,신한은행,마포구,서강동,1.0,1.0,1.0,1.0,1.0
690,신한은행,마포구,공덕동,4.0,4.0,4.0,3.0,3.0
691,신한은행,마포구,아현동,1.0,2.0,2.0,1.0,1.0
692,신한은행,양천구,목1동,4.0,4.0,4.0,4.0,3.0
693,신한은행,양천구,목3동,1.0,1.0,1.0,1.0,1.0
694,신한은행,양천구,신월4동,1.0,1.0,1.0,1.0,1.0
695,신한은행,양천구,신정1동,1.0,1.0,1.0,1.0,1.0
696,신한은행,양천구,신정6동,1.0,1.0,1.0,1.0,1.0
697,신한은행,양천구,목5동,2.0,2.0,2.0,2.0,2.0
698,신한은행,강서구,등촌1동,2.0,2.0,2.0,2.0,2.0
699,신한은행,강서구,화곡3동,1.0,1.0,1.0,1.0,1.0
700,신한은행,강서구,화곡6동,1.0,1.0,1.0,0.0,0.0
701,신한은행,강서구,가양1동,3.0,3.0,3.0,3.0,2.0
702,신한은행,강서구,발산1동,1.0,2.0,1.0,1.0,2.0
703,신한은행,강서구,공항동,3.0,4.0,5.0,5.0,4.0
704,신한은행,강서구,방화1동,1.0,1.0,0.0,0.0,0.0
705,신한은행,강서구,방화3동,1.0,1.0,1.0,1.0,1.0
706,신한은행,강서구,우장산동,1.0,1.0,1.0,0.0,0.0
707,신한은행,구로구,신도림동,1.0,1.0,1.0,0.0,0.0
708,신한은행,구로구,구로3동,2.0,1.0,1.0,1.0,1.0
709,신한은행,구로구,구로4동,1.0,0.0,0.0,0.0,0.0
710,신한은행,구로구,구로5동,0.0,1.0,1.0,1.0,1.0
711,신한은행,구로구,고척2동,1.0,1.0,1.0,0.0,0.0
712,신한은행,구로구,오류1동,1.0,1.0,1.0,1.0,1.0
713,신한은행,구로구,구로2동,3.0,3.0,3.0,3.0,3.0
714,신한은행,구로구,개봉1동,1.0,1.0,1.0,1.0,1.0
715,신한은행,금천구,가산동,2.0,3.0,3.0,3.0,3.0
716,신한은행,금천구,독산3동,1.0,1.0,1.0,1.0,1.0
717,신한은행,금천구,시흥1동,1.0,1.0,1.0,1.0,1.0
718,신한은행,금천구,시흥3동,1.0,1.0,1.0,0.0,0.0
719,신한은행,영등포구,여의동,12.0,12.0,12.0,14.0,14.0
720,신한은행,영등포구,당산1동,1.0,1.0,1.0,1.0,1.0
721,신한은행,영등포구,당산2동,1.0,1.0,1.0,1.0,1.0
722,신한은행,영등포구,양평2동,1.0,1.0,1.0,1.0,1.0
723,신한은행,영등포구,대림1동,2.0,1.0,1.0,0.0,0.0
724,신한은행,영등포구,대림2동,1.0,1.0,1.0,1.0,1.0
725,신한은행,영등포구,영등포동,3.0,3.0,3.0,2.0,2.0
726,신한은행,영등포구,문래동,1.0,1.0,1.0,1.0,1.0
727,신한은행,동작구,상도1동,0.0,1.0,0.0,0.0,0.0
728,신한은행,동작구,상도2동,1.0,1.0,1.0,1.0,1.0
729,신한은행,동작구,사당1동,1.0,1.0,1.0,1.0,1.0
730,신한은행,동작구,사당3동,1.0,1.0,1.0,1.0,0.0
731,신한은행,동작구,대방동,3.0,3.0,3.0,3.0,1.0
732,신한은행,동작구,신대방2동,2.0,2.0,2.0,2.0,2.0
733,신한은행,동작구,흑석동,1.0,1.0,1.0,0.0,0.0
734,신한은행,동작구,노량진1동,1.0,0.0,1.0,1.0,1.0
735,신한은행,동작구,사당2동,1.0,1.0,1.0,1.0,0.0
736,신한은행,관악구,행운동,1.0,1.0,1.0,0.0,0.0
737,신한은행,관악구,낙성대동,1.0,1.0,1.0,1.0,1.0
738,신한은행,관악구,인헌동,1.0,1.0,1.0,0.0,0.0
739,신한은행,관악구,신원동,1.0,1.0,1.0,1.0,1.0
740,신한은행,관악구,신사동,1.0,1.0,1.0,1.0,0.0
741,신한은행,관악구,대학동,2.0,2.0,2.0,1.0,1.0
742,신한은행,관악구,청룡동,1.0,1.0,1.0,1.0,1.0
743,신한은행,관악구,난곡동,1.0,1.0,1.0,1.0,1.0
744,신한은행,서초구,서초1동,1.0,1.0,1.0,1.0,1.0
745,신한은행,서초구,서초2동,5.0,5.0,4.0,4.0,4.0
746,신한은행,서초구,서초3동,9.0,10.0,10.0,10.0,10.0
747,신한은행,서초구,서초4동,2.0,1.0,1.0,1.0,1.0
748,신한은행,서초구,잠원동,1.0,1.0,1.0,1.0,1.0
749,신한은행,서초구,반포본동,1.0,1.0,1.0,0.0,0.0
750,신한은행,서초구,반포1동,2.0,2.0,2.0,1.0,1.0
751,신한은행,서초구,반포2동,1.0,1.0,1.0,1.0,1.0
752,신한은행,서초구,반포3동,0.0,1.0,1.0,1.0,1.0
753,신한은행,서초구,반포4동,3.0,2.0,2.0,2.0,2.0
754,신한은행,서초구,방배본동,0.0,0.0,1.0,1.0,0.0
755,신한은행,서초구,방배1동,2.0,2.0,2.0,2.0,2.0
756,신한은행,서초구,방배2동,0.0,0.0,0.0,0.0,1.0
757,신한은행,서초구,방배4동,2.0,2.0,1.0,1.0,0.0
758,신한은행,서초구,양재1동,2.0,2.0,2.0,2.0,2.0
759,신한은행,서초구,양재2동,6.0,6.0,6.0,5.0,5.0
760,신한은행,강남구,신사동,4.0,4.0,4.0,3.0,3.0
761,신한은행,강남구,논현1동,2.0,2.0,2.0,2.0,2.0
762,신한은행,강남구,논현2동,3.0,3.0,3.0,3.0,3.0
763,신한은행,강남구,삼성1동,5.0,5.0,5.0,5.0,5.0
764,신한은행,강남구,삼성2동,4.0,4.0,3.0,3.0,3.0
765,신한은행,강남구,대치1동,1.0,1.0,1.0,1.0,1.0
766,신한은행,강남구,대치4동,4.0,4.0,4.0,4.0,4.0
767,신한은행,강남구,역삼1동,11.0,11.0,11.0,11.0,11.0
768,신한은행,강남구,역삼2동,2.0,2.0,2.0,2.0,1.0
769,신한은행,강남구,도곡1동,2.0,2.0,2.0,2.0,1.0
770,신한은행,강남구,도곡2동,3.0,3.0,3.0,3.0,3.0
771,신한은행,강남구,개포1동,1.0,1.0,1.0,1.0,1.0
772,신한은행,강남구,일원본동,2.0,2.0,2.0,2.0,2.0
773,신한은행,강남구,압구정동,5.0,5.0,5.0,5.0,5.0
774,신한은행,강남구,청담동,2.0,2.0,2.0,1.0,2.0
775,신한은행,강남구,대치2동,6.0,6.0,6.0,5.0,5.0
776,신한은행,강남구,개포2동,1.0,1.0,1.0,0.0,0.0
777,신한은행,송파구,풍납2동,1.0,1.0,1.0,1.0,1.0
778,신한은행,송파구,마천2동,1.0,1.0,1.0,1.0,0.0
779,신한은행,송파구,방이2동,1.0,1.0,1.0,0.0,0.0
780,신한은행,송파구,오륜동,1.0,1.0,1.0,1.0,1.0
781,신한은행,송파구,오금동,1.0,1.0,1.0,1.0,1.0
782,신한은행,송파구,송파2동,1.0,0.0,0.0,0.0,0.0
783,신한은행,송파구,석촌동,2.0,1.0,1.0,1.0,0.0
784,신한은행,송파구,가락본동,2.0,2.0,2.0,2.0,2.0
785,신한은행,송파구,가락1동,0.0,1.0,1.0,1.0,1.0
786,신한은행,송파구,가락2동,1.0,1.0,1.0,1.0,1.0
787,신한은행,송파구,문정2동,3.0,3.0,3.0,3.0,3.0
788,신한은행,송파구,잠실본동,1.0,1.0,1.0,1.0,1.0
789,신한은행,송파구,잠실4동,1.0,1.0,1.0,1.0,1.0
790,신한은행,송파구,잠실6동,4.0,4.0,4.0,3.0,3.0
791,신한은행,송파구,잠실3동,4.0,4.0,4.0,4.0,2.0
792,신한은행,강동구,강일동,1.0,0.0,0.0,0.0,0.0
793,신한은행,강동구,명일1동,2.0,2.0,2.0,2.0,2.0
794,신한은행,강동구,명일2동,1.0,1.0,1.0,0.0,0.0
795,신한은행,강동구,고덕2동,0.0,1.0,1.0,1.0,1.0
796,신한은행,강동구,암사2동,1.0,1.0,1.0,1.0,0.0
797,신한은행,강동구,천호3동,1.0,1.0,1.0,0.0,0.0
798,신한은행,강동구,성내3동,1.0,1.0,1.0,1.0,1.0
799,신한은행,강동구,천호2동,1.0,1.0,1.0,1.0,1.0
800,신한은행,강동구,길동,1.0,1.0,1.0,1.0,1.0
801,한국씨티은행,종로구,사직동,1.0,1.0,5.0,5.0,5.0
802,한국씨티은행,중구,명동,5.0,4.0,0.0,0.0,0.0
803,한국씨티은행,용산구,이촌1동,1.0,1.0,1.0,0.0,0.0
804,한국씨티은행,용산구,한강로동,0.0,0.0,0.0,1.0,1.0
805,한국씨티은행,노원구,상계6.7동,1.0,1.0,1.0,1.0,1.0
806,한국씨티은행,마포구,서교동,1.0,1.0,1.0,0.0,0.0
807,한국씨티은행,양천구,목1동,1.0,1.0,1.0,1.0,0.0
808,한국씨티은행,영등포구,여의동,1.0,1.0,1.0,1.0,1.0
809,한국씨티은행,영등포구,영등포동,1.0,1.0,1.0,1.0,0.0
810,한국씨티은행,서초구,반포4동,1.0,1.0,1.0,1.0,1.0
811,한국씨티은행,서초구,방배4동,1.0,1.0,1.0,1.0,0.0
812,한국씨티은행,강남구,신사동,1.0,1.0,1.0,1.0,0.0
813,한국씨티은행,강남구,대치1동,1.0,1.0,1.0,0.0,0.0
814,한국씨티은행,강남구,도곡2동,1.0,1.0,1.0,1.0,1.0
815,한국씨티은행,강남구,청담동,1.0,1.0,1.0,1.0,1.0
816,한국씨티은행,강남구,대치2동,4.0,4.0,4.0,4.0,4.0
817,한국씨티은행,송파구,잠실6동,1.0,1.0,1.0,1.0,1.0
818,하나은행,종로구,사직동,4.0,4.0,4.0,4.0,4.0
819,하나은행,종로구,삼청동,0.0,1.0,1.0,1.0,1.0
820,하나은행,종로구,평창동,1.0,1.0,1.0,1.0,1.0
821,하나은행,종로구,가회동,2.0,1.0,1.0,1.0,1.0
822,하나은행,종로구,종로1.2.3.4가동,6.0,6.0,3.0,3.0,3.0
823,하나은행,종로구,종로5.6가동,3.0,3.0,3.0,2.0,2.0
824,하나은행,종로구,숭인1동,1.0,1.0,1.0,1.0,0.0
825,하나은행,종로구,숭인2동,1.0,0.0,0.0,0.0,0.0
826,하나은행,종로구,혜화동,1.0,1.0,1.0,1.0,1.0
827,하나은행,중구,소공동,3.0,3.0,2.0,2.0,2.0
828,하나은행,중구,회현동,3.0,3.0,2.0,1.0,1.0
829,하나은행,중구,명동,6.0,6.0,5.0,5.0,5.0
830,하나은행,중구,필동,1.0,1.0,1.0,1.0,1.0
831,하나은행,중구,장충동,1.0,0.0,0.0,0.0,0.0
832,하나은행,중구,광희동,3.0,3.0,3.0,2.0,2.0
833,하나은행,중구,을지로동,1.0,1.0,1.0,1.0,1.0
834,하나은행,중구,신당5동,1.0,1.0,1.0,1.0,1.0
835,하나은행,중구,다산동,1.0,1.0,1.0,1.0,1.0
836,하나은행,중구,청구동,1.0,0.0,0.0,0.0,0.0
837,하나은행,용산구,남영동,2.0,2.0,1.0,1.0,1.0
838,하나은행,용산구,이촌1동,2.0,2.0,2.0,1.0,1.0
839,하나은행,용산구,이태원1동,1.0,1.0,1.0,1.0,1.0
840,하나은행,용산구,서빙고동,1.0,1.0,1.0,1.0,1.0
841,하나은행,용산구,청파동,1.0,1.0,0.0,0.0,0.0
842,하나은행,용산구,한강로동,3.0,3.0,3.0,3.0,2.0
843,하나은행,용산구,한남동,2.0,2.0,2.0,2.0,2.0
844,하나은행,성동구,사근동,1.0,1.0,1.0,1.0,0.0
845,하나은행,성동구,행당1동,1.0,1.0,1.0,1.0,1.0
846,하나은행,성동구,행당2동,1.0,1.0,1.0,1.0,1.0
847,하나은행,성동구,성수1가1동,1.0,1.0,1.0,1.0,1.0
848,하나은행,성동구,성수2가3동,1.0,1.0,1.0,1.0,1.0
849,하나은행,성동구,왕십리도선동,2.0,2.0,1.0,1.0,1.0
850,하나은행,성동구,옥수동,1.0,1.0,1.0,1.0,1.0
851,하나은행,광진구,화양동,2.0,2.0,1.0,1.0,1.0
852,하나은행,광진구,군자동,1.0,1.0,1.0,0.0,0.0
853,하나은행,광진구,중곡2동,1.0,1.0,1.0,1.0,1.0
854,하나은행,광진구,중곡3동,1.0,1.0,1.0,1.0,0.0
855,하나은행,광진구,중곡4동,1.0,1.0,1.0,1.0,1.0
856,하나은행,광진구,구의1동,1.0,1.0,1.0,1.0,1.0
857,하나은행,광진구,구의3동,1.0,0.0,0.0,0.0,0.0
858,하나은행,광진구,광장동,3.0,3.0,3.0,3.0,2.0
859,하나은행,광진구,자양3동,1.0,1.0,1.0,1.0,1.0
860,하나은행,동대문구,회기동,3.0,3.0,3.0,3.0,3.0
861,하나은행,동대문구,청량리동,1.0,1.0,1.0,1.0,1.0
862,하나은행,동대문구,용신동,1.0,2.0,1.0,1.0,1.0
863,하나은행,동대문구,전농2동,1.0,1.0,0.0,0.0,0.0
864,하나은행,동대문구,답십리1동,1.0,1.0,1.0,1.0,1.0
865,하나은행,동대문구,답십리2동,1.0,1.0,1.0,1.0,1.0
866,하나은행,동대문구,장안1동,1.0,1.0,1.0,1.0,1.0
867,하나은행,중랑구,면목5동,1.0,1.0,1.0,1.0,1.0
868,하나은행,중랑구,묵1동,1.0,1.0,1.0,0.0,0.0
869,하나은행,중랑구,묵2동,1.0,1.0,1.0,1.0,1.0
870,하나은행,중랑구,면목본동,1.0,1.0,0.0,0.0,0.0
871,하나은행,중랑구,망우본동,1.0,1.0,1.0,1.0,1.0
872,하나은행,성북구,돈암2동,1.0,1.0,0.0,0.0,0.0
873,하나은행,성북구,안암동,4.0,4.0,4.0,4.0,3.0
874,하나은행,성북구,정릉2동,1.0,1.0,1.0,1.0,1.0
875,하나은행,성북구,정릉4동,1.0,0.0,0.0,0.0,0.0
876,하나은행,성북구,길음1동,1.0,1.0,0.0,0.0,0.0
877,하나은행,성북구,월곡1동,1.0,1.0,1.0,1.0,1.0
878,하나은행,성북구,장위2동,1.0,1.0,0.0,0.0,0.0
879,하나은행,성북구,성북동,1.0,1.0,1.0,1.0,1.0
880,하나은행,성북구,삼선동,1.0,1.0,1.0,1.0,1.0
881,하나은행,성북구,동선동,1.0,1.0,1.0,1.0,1.0
882,하나은행,강북구,번1동,1.0,1.0,1.0,1.0,1.0
883,하나은행,강북구,번3동,1.0,1.0,1.0,1.0,1.0
884,하나은행,강북구,수유2동,1.0,1.0,0.0,0.0,0.0
885,하나은행,강북구,송천동,1.0,1.0,1.0,1.0,1.0
886,하나은행,강북구,삼각산동,1.0,1.0,0.0,0.0,0.0
887,하나은행,도봉구,쌍문1동,2.0,1.0,1.0,1.0,1.0
888,하나은행,도봉구,방학3동,1.0,1.0,1.0,1.0,1.0
889,하나은행,도봉구,창2동,1.0,1.0,0.0,0.0,0.0
890,하나은행,도봉구,창5동,1.0,1.0,1.0,1.0,1.0
891,하나은행,노원구,월계1동,1.0,1.0,1.0,1.0,1.0
892,하나은행,노원구,월계3동,1.0,1.0,1.0,1.0,1.0
893,하나은행,노원구,공릉2동,1.0,1.0,1.0,1.0,1.0
894,하나은행,노원구,하계1동,1.0,1.0,1.0,1.0,1.0
895,하나은행,노원구,중계1동,1.0,1.0,1.0,1.0,1.0
896,하나은행,노원구,상계9동,1.0,1.0,1.0,1.0,1.0
897,하나은행,노원구,상계6.7동,2.0,2.0,1.0,1.0,1.0
898,하나은행,은평구,불광1동,1.0,1.0,1.0,1.0,1.0
899,하나은행,은평구,응암2동,0.0,0.0,1.0,1.0,1.0
900,하나은행,은평구,신사1동,1.0,1.0,0.0,0.0,0.0
901,하나은행,은평구,진관동,1.0,1.0,1.0,1.0,1.0
902,하나은행,은평구,응암3동,1.0,1.0,0.0,0.0,0.0
903,하나은행,은평구,역촌동,1.0,1.0,1.0,1.0,1.0
904,하나은행,서대문구,홍제3동,1.0,1.0,1.0,1.0,1.0
905,하나은행,서대문구,홍은2동,1.0,1.0,1.0,1.0,1.0
906,하나은행,서대문구,남가좌1동,1.0,1.0,1.0,1.0,1.0
907,하나은행,서대문구,남가좌2동,1.0,1.0,1.0,1.0,1.0
908,하나은행,서대문구,북가좌2동,2.0,1.0,1.0,1.0,1.0
909,하나은행,서대문구,충현동,1.0,1.0,1.0,1.0,1.0
910,하나은행,서대문구,신촌동,1.0,1.0,0.0,0.0,0.0
911,하나은행,서대문구,연희동,1.0,1.0,1.0,1.0,1.0
912,하나은행,마포구,용강동,1.0,1.0,1.0,1.0,1.0
913,하나은행,마포구,대흥동,1.0,1.0,1.0,1.0,1.0
914,하나은행,마포구,서교동,3.0,3.0,3.0,3.0,3.0
915,하나은행,마포구,망원1동,1.0,1.0,1.0,1.0,1.0
916,하나은행,마포구,망원2동,1.0,0.0,0.0,0.0,0.0
917,하나은행,마포구,성산1동,1.0,1.0,1.0,1.0,1.0
918,하나은행,마포구,성산2동,1.0,0.0,0.0,0.0,0.0
919,하나은행,마포구,상암동,2.0,2.0,2.0,2.0,2.0
920,하나은행,마포구,도화동,1.0,1.0,1.0,1.0,1.0
921,하나은행,마포구,서강동,1.0,1.0,1.0,1.0,0.0
922,하나은행,마포구,공덕동,2.0,2.0,2.0,2.0,2.0
923,하나은행,마포구,아현동,1.0,1.0,1.0,1.0,1.0
924,하나은행,양천구,목1동,3.0,2.0,2.0,2.0,2.0
925,하나은행,양천구,목2동,0.0,0.0,0.0,1.0,1.0
926,하나은행,양천구,목3동,1.0,1.0,1.0,0.0,0.0
927,하나은행,양천구,신월1동,1.0,1.0,1.0,1.0,1.0
928,하나은행,양천구,신월7동,1.0,1.0,0.0,0.0,0.0
929,하나은행,양천구,신정1동,0.0,1.0,1.0,1.0,1.0
930,하나은행,양천구,신정2동,1.0,1.0,1.0,1.0,1.0
931,하나은행,양천구,신정3동,1.0,0.0,0.0,0.0,0.0
932,하나은행,양천구,신정6동,1.0,1.0,0.0,0.0,0.0
933,하나은행,양천구,신정7동,1.0,1.0,1.0,1.0,1.0
934,하나은행,양천구,목5동,2.0,2.0,2.0,2.0,2.0
935,하나은행,양천구,신정4동,1.0,1.0,1.0,0.0,0.0
936,하나은행,강서구,등촌2동,1.0,1.0,1.0,0.0,0.0
937,하나은행,강서구,등촌3동,1.0,0.0,0.0,0.0,0.0
938,하나은행,강서구,화곡3동,1.0,0.0,1.0,1.0,1.0
939,하나은행,강서구,화곡6동,1.0,1.0,1.0,1.0,1.0
940,하나은행,강서구,가양1동,0.0,1.0,1.0,1.0,1.0
941,하나은행,강서구,방화1동,1.0,1.0,1.0,1.0,1.0
942,하나은행,강서구,우장산동,2.0,2.0,0.0,0.0,0.0
943,하나은행,구로구,신도림동,1.0,1.0,1.0,0.0,0.0
944,하나은행,구로구,구로3동,2.0,2.0,2.0,2.0,2.0
945,하나은행,구로구,구로4동,1.0,1.0,0.0,0.0,0.0
946,하나은행,구로구,구로5동,2.0,1.0,1.0,1.0,1.0
947,하나은행,구로구,고척1동,1.0,1.0,1.0,1.0,1.0
948,하나은행,구로구,개봉2동,1.0,1.0,1.0,1.0,1.0
949,하나은행,구로구,오류1동,1.0,1.0,1.0,1.0,1.0
950,하나은행,구로구,가리봉동,1.0,1.0,0.0,0.0,0.0
951,하나은행,구로구,구로2동,3.0,2.0,2.0,2.0,2.0
952,하나은행,금천구,가산동,2.0,2.0,1.0,1.0,1.0
953,하나은행,금천구,독산1동,1.0,1.0,1.0,1.0,1.0
954,하나은행,금천구,시흥1동,1.0,1.0,1.0,1.0,1.0
955,하나은행,금천구,시흥2동,1.0,0.0,0.0,0.0,0.0
956,하나은행,금천구,시흥4동,1.0,1.0,1.0,0.0,1.0
957,하나은행,금천구,시흥5동,0.0,0.0,0.0,1.0,0.0
958,하나은행,영등포구,여의동,8.0,8.0,8.0,8.0,7.0
959,하나은행,영등포구,당산2동,2.0,2.0,2.0,2.0,1.0
960,하나은행,영등포구,신길4동,1.0,1.0,1.0,1.0,1.0
961,하나은행,영등포구,대림2동,1.0,1.0,1.0,1.0,0.0
962,하나은행,영등포구,대림3동,1.0,1.0,1.0,1.0,1.0
963,하나은행,영등포구,영등포동,2.0,2.0,2.0,2.0,1.0
964,하나은행,영등포구,문래동,2.0,2.0,1.0,1.0,1.0
965,하나은행,동작구,상도1동,1.0,1.0,1.0,1.0,1.0
966,하나은행,동작구,상도2동,1.0,0.0,0.0,0.0,0.0
967,하나은행,동작구,상도3동,1.0,1.0,1.0,1.0,0.0
968,하나은행,동작구,사당1동,1.0,1.0,0.0,0.0,0.0
969,하나은행,동작구,신대방1동,1.0,1.0,0.0,0.0,0.0
970,하나은행,동작구,신대방2동,1.0,1.0,1.0,1.0,1.0
971,하나은행,동작구,흑석동,1.0,1.0,1.0,1.0,1.0
972,하나은행,동작구,노량진1동,1.0,1.0,1.0,1.0,1.0
973,하나은행,동작구,사당2동,1.0,1.0,1.0,1.0,1.0
974,하나은행,관악구,낙성대동,1.0,1.0,1.0,1.0,1.0
975,하나은행,관악구,인헌동,1.0,1.0,1.0,1.0,1.0
976,하나은행,관악구,신림동,1.0,1.0,1.0,1.0,1.0
977,하나은행,관악구,청룡동,1.0,1.0,1.0,0.0,0.0
978,하나은행,서초구,서초1동,2.0,2.0,2.0,2.0,2.0
979,하나은행,서초구,서초2동,4.0,4.0,4.0,4.0,3.0
980,하나은행,서초구,서초3동,4.0,4.0,4.0,4.0,4.0
981,하나은행,서초구,서초4동,3.0,3.0,3.0,2.0,2.0
982,하나은행,서초구,잠원동,2.0,2.0,1.0,1.0,1.0
983,하나은행,서초구,반포1동,1.0,1.0,0.0,0.0,0.0
984,하나은행,서초구,반포2동,2.0,2.0,2.0,2.0,2.0
985,하나은행,서초구,반포3동,1.0,1.0,2.0,2.0,2.0
986,하나은행,서초구,반포4동,3.0,2.0,2.0,2.0,2.0
987,하나은행,서초구,방배본동,1.0,1.0,1.0,1.0,1.0
988,하나은행,서초구,방배1동,1.0,1.0,1.0,1.0,1.0
989,하나은행,서초구,방배3동,1.0,0.0,0.0,0.0,0.0
990,하나은행,서초구,방배4동,1.0,1.0,1.0,1.0,1.0
991,하나은행,서초구,양재1동,2.0,2.0,2.0,2.0,2.0
992,하나은행,서초구,양재2동,2.0,3.0,2.0,2.0,2.0
993,하나은행,서초구,내곡동,1.0,0.0,1.0,0.0,0.0
994,하나은행,강남구,신사동,1.0,1.0,1.0,1.0,1.0
995,하나은행,강남구,논현1동,3.0,3.0,2.0,2.0,2.0
996,하나은행,강남구,논현2동,5.0,4.0,2.0,1.0,1.0
997,하나은행,강남구,삼성1동,10.0,8.0,6.0,6.0,7.0
998,하나은행,강남구,삼성2동,1.0,0.0,1.0,2.0,2.0
999,하나은행,강남구,대치1동,2.0,2.0,1.0,1.0,1.0
1000,하나은행,강남구,대치4동,2.0,2.0,1.0,1.0,0.0
1001,하나은행,강남구,역삼1동,7.0,7.0,6.0,5.0,5.0
1002,하나은행,강남구,역삼2동,1.0,1.0,1.0,1.0,1.0
1003,하나은행,강남구,도곡1동,1.0,1.0,1.0,1.0,1.0
1004,하나은행,강남구,도곡2동,3.0,3.0,3.0,3.0,3.0
1005,하나은행,강남구,개포4동,1.0,1.0,1.0,1.0,1.0
1006,하나은행,강남구,일원본동,1.0,1.0,1.0,1.0,1.0
1007,하나은행,강남구,일원1동,1.0,1.0,0.0,0.0,0.0
1008,하나은행,강남구,일원2동,1.0,0.0,1.0,1.0,0.0
1009,하나은행,강남구,수서동,1.0,1.0,1.0,1.0,1.0
1010,하나은행,강남구,압구정동,5.0,4.0,4.0,3.0,3.0
1011,하나은행,강남구,청담동,4.0,4.0,4.0,4.0,4.0
1012,하나은행,강남구,대치2동,4.0,4.0,4.0,4.0,4.0
1013,하나은행,강남구,개포3동,0.0,0.0,0.0,0.0,1.0
1014,하나은행,송파구,풍납2동,3.0,3.0,3.0,3.0,3.0
1015,하나은행,송파구,거여2동,1.0,1.0,1.0,1.0,1.0
1016,하나은행,송파구,방이2동,1.0,1.0,1.0,1.0,1.0
1017,하나은행,송파구,오륜동,2.0,2.0,2.0,2.0,2.0
1018,하나은행,송파구,오금동,2.0,2.0,1.0,1.0,1.0
1019,하나은행,송파구,송파2동,1.0,1.0,1.0,1.0,1.0
1020,하나은행,송파구,석촌동,2.0,1.0,1.0,1.0,1.0
1021,하나은행,송파구,가락본동,1.0,1.0,1.0,1.0,1.0
1022,하나은행,송파구,가락1동,0.0,1.0,1.0,1.0,1.0
1023,하나은행,송파구,가락2동,1.0,1.0,1.0,1.0,1.0
1024,하나은행,송파구,문정1동,1.0,0.0,0.0,0.0,0.0
1025,하나은행,송파구,문정2동,2.0,2.0,2.0,2.0,2.0
1026,하나은행,송파구,잠실본동,1.0,1.0,1.0,1.0,1.0
1027,하나은행,송파구,잠실6동,3.0,3.0,3.0,3.0,2.0
1028,하나은행,송파구,잠실7동,1.0,1.0,1.0,1.0,1.0
1029,하나은행,송파구,잠실2동,1.0,1.0,1.0,1.0,0.0
1030,하나은행,송파구,잠실3동,2.0,1.0,1.0,1.0,1.0
1031,하나은행,송파구,장지동,1.0,1.0,1.0,0.0,0.0
1032,하나은행,강동구,강일동,1.0,1.0,0.0,0.0,0.0
1033,하나은행,강동구,상일동,1.0,1.0,1.0,0.0,0.0
1034,하나은행,강동구,명일1동,2.0,2.0,2.0,1.0,1.0
1035,하나은행,강동구,명일2동,1.0,1.0,1.0,1.0,1.0
1036,하나은행,강동구,천호3동,1.0,1.0,1.0,1.0,1.0
1037,하나은행,강동구,성내1동,1.0,1.0,0.0,0.0,0.0
1038,하나은행,강동구,성내3동,1.0,1.0,1.0,1.0,1.0
1039,하나은행,강동구,둔촌2동,1.0,1.0,0.0,0.0,0.0
1040,하나은행,강동구,천호2동,1.0,1.0,1.0,1.0,1.0
1041,하나은행,강동구,상일1동,0.0,0.0,0.0,1.0,1.0
1042,IBK기업은행,종로구,사직동,1.0,1.0,1.0,1.0,1.0
1043,IBK기업은행,종로구,무악동,1.0,1.0,1.0,1.0,1.0
